@relation chordStretch

@attribute zero NUMERIC
@attribute one NUMERIC
@attribute two NUMERIC
@attribute three NUMERIC
@attribute four NUMERIC
@attribute five NUMERIC
@attribute six NUMERIC
@attribute grade {1,2,3,4,5,6,7,8}

@data
0.04419889502762431, 0.04419889502762431, 0.022099447513812154, 0.011049723756906077, 0.0, 0.0, 0.0, 4
0.125, 0.109375, 0.171875, 0.015625, 0.09375, 0.0, 0.0, 4
0.05, 0.375, 0.075, 0.0, 0.0, 0.0, 0.0, 4
0.038461538461538464, 0.057692307692307696, 0.0, 0.0, 0.0, 0.0, 0.0, 4
0.03007518796992481, 0.06015037593984962, 0.10526315789473684, 0.0, 0.0, 0.0, 0.0, 4
0.05063291139240506, 0.11392405063291139, 0.12658227848101267, 0.0, 0.02531645569620253, 0.0, 0.0, 4
0.04597701149425287, 0.13793103448275862, 0.022988505747126436, 0.0, 0.0, 0.0, 0.0, 4
0.07692307692307693, 0.038461538461538464, 0.1282051282051282, 0.07692307692307693, 0.0, 0.0, 0.0, 4
0.029850746268656716, 0.0814111261872456, 0.04613297150610583, 0.009497964721845319, 0.004070556309362279, 0.0, 0.0, 5
0.02877697841726619, 0.07194244604316546, 0.06474820143884892, 0.050359712230215826, 0.0, 0.0, 0.0, 5
0.036, 0.052, 0.104, 0.032, 0.008, 0.0, 0.0, 5
0.0, 0.10227272727272728, 0.09090909090909091, 0.14772727272727273, 0.0, 0.0, 0.0, 5
0.01532567049808429, 0.08812260536398467, 0.08045977011494253, 0.01532567049808429, 0.0, 0.0, 0.0, 5
0.03731343283582089, 0.11940298507462686, 0.029850746268656716, 0.014925373134328358, 0.0, 0.0, 0.0, 5
0.03571428571428571, 0.10714285714285714, 0.16964285714285715, 0.16071428571428573, 0.017857142857142856, 0.0, 0.0, 5
0.064, 0.032, 0.04, 0.104, 0.0, 0.0, 0.0, 5
0.046511627906976744, 0.09819121447028424, 0.07751937984496124, 0.028423772609819122, 0.00516795865633075, 0.0, 0.0, 5
0.049019607843137254, 0.16666666666666666, 0.029411764705882353, 0.08823529411764706, 0.0, 0.0, 0.0, 5
0.018691588785046728, 0.06074766355140187, 0.102803738317757, 0.004672897196261682, 0.004672897196261682, 0.0, 0.0, 5
0.02849002849002849, 0.045584045584045586, 0.06552706552706553, 0.019943019943019943, 0.0, 0.0, 0.0, 5
0.06666666666666667, 0.17142857142857143, 0.14285714285714285, 0.0380952380952381, 0.0, 0.0, 0.0, 6
0.01488095238095238, 0.06696428571428571, 0.05952380952380952, 0.044642857142857144, 0.0, 0.0, 0.0, 6
0.04782608695652174, 0.05217391304347826, 0.034782608695652174, 0.043478260869565216, 0.0, 0.0, 0.0, 6
0.008264462809917356, 0.08264462809917356, 0.09917355371900827, 0.01928374655647383, 0.005509641873278237, 0.0, 0.0, 6
0.05084745762711865, 0.1271186440677966, 0.1864406779661017, 0.15254237288135594, 0.0, 0.0, 0.0, 6
0.04312354312354312, 0.04312354312354312, 0.06177156177156177, 0.029137529137529136, 0.0011655011655011655, 0.0, 0.0, 6
0.03524229074889868, 0.13215859030837004, 0.07929515418502203, 0.02643171806167401, 0.0, 0.0, 0.0, 6
0.021621621621621623, 0.15945945945945947, 0.10270270270270271, 0.03513513513513514, 0.0, 0.0, 0.0, 6
0.015151515151515152, 0.025252525252525252, 0.04040404040404041, 0.0, 0.0, 0.0, 0.0, 6
0.029013539651837523, 0.0851063829787234, 0.03481624758220503, 0.01160541586073501, 0.0019342359767891683, 0.0, 0.0, 6
0.04216867469879518, 0.13253012048192772, 0.05823293172690763, 0.024096385542168676, 0.0, 0.0, 0.0, 6
0.028205128205128206, 0.06923076923076923, 0.05128205128205128, 0.010256410256410256, 0.0, 0.0, 0.0, 6
0.04411764705882353, 0.022058823529411766, 0.0625, 0.003676470588235294, 0.0, 0.0, 0.0, 6
0.022388059701492536, 0.14925373134328357, 0.1044776119402985, 0.06716417910447761, 0.007462686567164179, 0.0, 0.0, 6
0.07142857142857142, 0.32857142857142857, 0.07142857142857142, 0.08571428571428572, 0.0, 0.014285714285714285, 0.0, 6
0.039285714285714285, 0.06785714285714285, 0.1, 0.11785714285714285, 0.007142857142857143, 0.0, 0.0, 6
0.04195804195804196, 0.04312354312354312, 0.06177156177156177, 0.029137529137529136, 0.0011655011655011655, 0.0, 0.0, 6
0.05855855855855856, 0.11261261261261261, 0.036036036036036036, 0.036036036036036036, 0.0, 0.0, 0.0, 6
0.02092050209205021, 0.11297071129707113, 0.06694560669456066, 0.05439330543933055, 0.0041841004184100415, 0.0, 0.0, 6
0.023605150214592276, 0.07510729613733906, 0.034334763948497854, 0.008583690987124463, 0.002145922746781116, 0.0, 0.0, 6
0.033707865168539325, 0.056179775280898875, 0.15730337078651685, 0.056179775280898875, 0.02247191011235955, 0.0, 0.0, 6
0.11382113821138211, 0.008130081300813009, 0.024390243902439025, 0.032520325203252036, 0.0, 0.0, 0.0, 6
0.04177545691906005, 0.03655352480417755, 0.06005221932114883, 0.04177545691906005, 0.0, 0.0, 0.0, 7
0.022099447513812154, 0.03591160220994475, 0.06077348066298342, 0.0, 0.0, 0.0, 0.0, 7
0.013020833333333334, 0.036458333333333336, 0.0390625, 0.026041666666666668, 0.0, 0.0, 0.0, 7
0.028277634961439587, 0.04113110539845758, 0.09768637532133675, 0.05141388174807198, 0.005141388174807198, 0.0, 0.0, 7
0.03695150115473441, 0.08083140877598152, 0.05542725173210162, 0.006928406466512702, 0.0, 0.0, 0.0, 7
0.027777777777777776, 0.042735042735042736, 0.07264957264957266, 0.00641025641025641, 0.010683760683760684, 0.0, 0.0, 7
0.016736401673640166, 0.04184100418410042, 0.04602510460251046, 0.0, 0.02510460251046025, 0.0, 0.0, 7
0.015037593984962405, 0.13533834586466165, 0.07518796992481203, 0.07518796992481203, 0.0, 0.0, 0.0, 7
0.016666666666666666, 0.06527777777777778, 0.07083333333333333, 0.025, 0.004166666666666667, 0.0, 0.0, 7
0.05637982195845697, 0.04451038575667656, 0.05637982195845697, 0.050445103857566766, 0.017804154302670624, 0.0, 0.0, 7
0.018315018315018316, 0.10989010989010989, 0.07326007326007326, 0.02564102564102564, 0.007326007326007326, 0.0, 0.0, 7
0.015590200445434299, 0.043429844097995544, 0.043429844097995544, 0.025612472160356347, 0.011135857461024499, 0.0, 0.0, 7
0.027347310847766638, 0.024612579762989972, 0.061075660893345485, 0.014585232452142206, 0.0027347310847766638, 9.115770282588879E-4, 0.0, 7
0.03667481662591687, 0.019559902200488997, 0.09535452322738386, 0.07090464547677261, 0.0, 0.0, 0.0, 7
0.03867403314917127, 0.008287292817679558, 0.04143646408839779, 0.04419889502762431, 0.0, 0.0, 0.0, 7
0.016374269005847954, 0.047953216374269005, 0.06783625730994151, 0.021052631578947368, 0.0035087719298245615, 0.0, 0.0, 8
0.023255813953488372, 0.10852713178294573, 0.08527131782945736, 0.03875968992248062, 0.007751937984496124, 0.0, 0.0, 8
0.0297723292469352, 0.01926444833625219, 0.024518388791593695, 0.0017513134851138354, 0.0, 0.0, 0.0, 8
0.03019538188277087, 0.05328596802841918, 0.015985790408525755, 0.008880994671403197, 0.003552397868561279, 0.0, 0.0, 8
0.03337612323491656, 0.14505776636713735, 0.06418485237483953, 0.01668806161745828, 0.024390243902439025, 0.0, 0.0, 8
0.029411764705882353, 0.11274509803921569, 0.0784313725490196, 0.042483660130718956, 0.008169934640522876, 0.0, 0.0, 8
0.018995929443690638, 0.05563093622795115, 0.031207598371777476, 0.0203527815468114, 0.0, 0.0, 0.0, 8
0.022911051212938006, 0.1105121293800539, 0.0673854447439353, 0.0646900269541779, 0.008086253369272238, 0.0026954177897574125, 0.0, 8
